facility_id,year,mechanism,facility_name,responsible_emitter,state,anzsic,baseline,covered_emissions,net_emissions,mymp_baseline,mymp_net_emissions,notes
F0250,2021-22,legacy,Phosphate Hill,Incitec Pivot Limited,QLD,,591456.0,464031.0,464031.0,,,-
F0153,2021-22,legacy,Pilbara Rail Operations,PILBARA IRON PTY LTD,WA,,661171.0,650881.0,650881.0,,,-
F0155,2021-22,legacy,Pinjarra Alumina Refinery,Alcoa of Australia Limited,WA,,2881289.0,1508614.0,1508614.0,,,-
F0156,2021-22,legacy,Pluto LNG,Woodside Burrup Pty. Ltd.,WA,,,1943418.0,,,,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0157,2021-22,legacy,Poitrel Mine,STANMORE SMC PTY LTD,QLD,,,185364.0,,575850.0,575850.0,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0159,2021-22,legacy,Port Kembla Steelworks,BLUESCOPE STEEL (AIS) PTY. LTD.,NSW,,6920344.0,6198685.0,6198685.0,,,-
F0160,2021-22,legacy,Port Latta Pelletising Plant,GRANGE RESOURCES (TASMANIA) PTY LTD,TAS,,,125019.0,,377127.0,368068.0,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0161,2021-22,legacy,Portland Aluminium Smelter,Alcoa Portland Aluminium Proprietary Limited,VIC,,526325.0,561106.0,526325.0,,,-
F0163,2021-22,legacy,PRL03 Rail - IOR Facility,BHP IRON ORE PTY LTD,WA,,576420.0,560092.0,560092.0,,,-
F0164,2021-22,legacy,Qantas Airways Limited National Transport Facility,Qantas Airways Limited,National,,5285611.0,3057585.0,3057585.0,,,-
F0165,2021-22,legacy,Qenos Altona Manufacturing,QENOS PTY LTD,VIC,,339177.0,273777.0,273777.0,,,-
F0166,2021-22,legacy,Qenos Botany Manufacturing,QENOS PTY LTD,NSW,,551253.0,516301.0,516301.0,,,-
F0167,2021-22,legacy,QGC Upstream ,QGC PTY LIMITED,QLD,,1186518.0,842456.0,842456.0,,,-
F0263,2021-22,legacy,Queensland,Alliance Aviation Services Limited,QLD,,,81118.0,,,,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0168,2021-22,legacy,Queensland Alumina Limited Refinery,QUEENSLAND ALUMINA LIMITED,QLD,,3434256.0,3129823.0,3129823.0,,,-
F0169,2021-22,legacy,Queensland Curtis LNG Plant,QCLNG Operating Company Pty Ltd,QLD,,1896711.0,1846755.0,1846755.0,,,-
F0170,2021-22,legacy,Queensland Nitrates Ammonium Nitrate Plant,Queensland Nitrates Pty Ltd,QLD,,271190.0,170118.0,170118.0,,,-
F0171,2021-22,legacy,Rail,THE PILBARA INFRASTRUCTURE PTY LTD,WA,,310731.0,245338.0,245338.0,,,-
F0172,2021-22,legacy,Railton,CEMENT AUSTRALIA (GOLIATH) PTY LIMITED,TAS,,1118359.0,988167.0,988167.0,,,-
F0173,2021-22,legacy,Ravensthorpe Nickel Operation,FQM Australia Nickel Pty Ltd,WA,,324093.0,204177.0,204177.0,,,-
F0175,2021-22,legacy,Ravensworth Operations,RAVENSWORTH OPERATIONS PTY LIMITED,NSW,,345281.0,268698.0,268698.0,,,-
F0272,2021-22,legacy,Ravensworth Underground Coal Mine,Resource Pacific Pty Limited,NSW,,173779.0,126640.0,126640.0,,,-
F0176,2021-22,legacy,Refinery Qld Lytton,Ampol Limited,QLD,,856595.0,717291.0,717291.0,,,-
F0177,2021-22,legacy,Rio Tinto Marine - Qld,Rio Tinto Shipping (Asia) Pte Limited ,QLD,,144297.0,122674.0,122674.0,,,-
F0178,2021-22,legacy,Rio Tinto Weipa,RTA WEIPA PTY LTD,QLD,,271438.0,259515.0,259515.0,,,-
F0179,2021-22,legacy,Rio Tinto Yarwun,RTA Yarwun Pty Ltd,QLD,,2141939.0,2128344.0,2128344.0,,,-
F0180,2021-22,legacy,Rolleston Coal Mine,ROLLESTON COAL HOLDINGS PTY LIMITED,QLD,,163725.0,160537.0,160537.0,,,-
F0181,2021-22,legacy,Roma Hub,Santos Limited,QLD,,249836.0,171423.0,171423.0,,,-
F0182,2021-22,legacy,Roy Hill Mine,Roy Hill Holdings Pty Ltd,WA,,535965.0,486884.0,486884.0,,,-
F0183,2021-22,legacy,Russell Vale Colliery,WOLLONGONG RESOURCES PTY. LTD.,NSW,,1115025.0,143325.0,143325.0,,,-
F0184,2021-22,legacy,Saraji Mine,BM Alliance Coal Operations Pty Limited,QLD,,,355882.0,,,,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0185,2021-22,legacy,Savage River Mine,GRANGE RESOURCES (TASMANIA) PTY LTD,TAS,,,102828.0,,349064.0,300556.0,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0186,2021-22,legacy,Sewerage West,Melbourne Water Corporation,VIC,,168625.0,190649.0,168625.0,,,-
F0188,2021-22,legacy,Sino Iron Project – Cape Preston,CITIC Pacific Mining Management Pty Ltd,WA,,1610964.0,1241468.0,1241468.0,,,-
F0253,2021-22,legacy,Sojitz Gregory Crinum Mine,SOJITZ DEVELOPMENT PTY LTD,QLD,,,137360.0,,,,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0189,2021-22,legacy,Solomon Mine,FMG SOLOMON PTY LTD,WA,,449709.0,452884.0,415158.0,,,-
F0190,2021-22,legacy,Solomon Power Station,FMG SOLOMON PTY LTD,WA,,345831.0,176950.0,176950.0,,,-
F0191,2021-22,legacy,South Walker Creek,STANMORE RESOURCES LIMITED,QLD,,,340550.0,,,,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0192,2021-22,legacy,South West Queensland Pipeline,APA (SWQP) PTY LIMITED,QLD; SA,,176381.0,133057.0,133057.0,,,-
F0193,2021-22,legacy,South West Synthetic Rutile Operations,Iluka Resources Limited,WA,,297935.0,265237.0,265237.0,,,-
F0194,2021-22,legacy,Spring Gully,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,QLD,,402602.0,228381.0,228381.0,,,-
F0195,2021-22,legacy,Start up and Operations of the Ichthys LNG Project,INPEX Operations Australia Pty Ltd,NT,,7067789.0,6739077.0,6739077.0,,,-
F0196,2021-22,legacy,Sunrise Dam,AngloGold Ashanti Australia Limited,WA,,171958.0,180641.0,171958.0,,,-
F0197,2021-22,legacy,TAHMOOR COAL MINE,TAHMOOR COAL PTY LTD,NSW,,2008287.0,964050.0,964050.0,,,-
F0044,2021-22,legacy,Talinga,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,QLD,,270790.0,226291.0,226291.0,,,-
F0198,2021-22,legacy,Telfer Gold Mine,Newcrest Mining Limited,WA,,626808.0,498129.0,498129.0,,,-
F0200,2021-22,legacy,Thunderbox Operations,NORTHERN STAR (THUNDERBOX) PTY LTD,WA,,213075.0,108458.0,108458.0,,,-
F0273,2021-22,legacy,Toll National Transport Facility,Toll Holdings Limited,National,,72096.0,72034.0,72034.0,,,-
F0201,2021-22,legacy,Tom Price Mine / WTS,Hamersley Iron Pty. Limited,WA,,145307.0,196750.0,145307.0,,,-
F0202,2021-22,legacy,Tomago Aluminium Smelter,TOMAGO ALUMINIUM COMPANY PTY LTD,NSW,,1241117.0,1156673.0,1156673.0,,,-
F0203,2021-22,legacy,Tropicana Gold Mine,AngloGold Ashanti Australia Limited,WA,,323180.0,304274.0,304274.0,,,-
F0204,2021-22,legacy,TT-Line - Victorian Operation,TT-Line Company Pty. Ltd.,VIC,,161416.0,143882.0,143882.0,,,-
F0205,2021-22,legacy,United Coal Mine,UNITED COLLIERIES PTY LTD,NSW,,330425.0,170212.0,170212.0,,,-
F0206,2021-22,legacy,V/Line,V/Line Corporation,VIC,,140686.0,119488.0,119488.0,,,-
F0208,2021-22,legacy,Varanus Hub,Santos Limited,WA,,463700.0,269532.0,269532.0,,,-
F0274,2021-22,legacy,Victoria,CSL Australia,VIC,,,41952.0,,300274.0,151597.0,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0209,2021-22,legacy,Vincent Project Venture,Woodside Energy Ltd.,WA,,,356656.0,,,,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0210,2021-22,legacy,Virgin Australia Holdings National Transport Facility,VIRGIN AUSTRALIA HOLDINGS LIMITED,National,,2397885.0,1284605.0,1284605.0,,,-
F0212,2021-22,legacy,Wagerup Alumina Refinery,Alcoa of Australia Limited,WA,,1847019.0,1385526.0,1385526.0,,,-
F0213,2021-22,legacy,Wambo Coal Mine,WAMBO COAL PTY LIMITED,NSW,,,243923.0,,,,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0214,2021-22,legacy,Warkworth Mine,Warkworth Mining Ltd,NSW,,1018733.0,817271.0,817271.0,,,-
F0215,2021-22,legacy,West Angelas Mine,Robe River Mining Co. Pty. Ltd.,WA,,331789.0,265301.0,265301.0,,,-
F0254,2021-22,legacy,Western Australia,Alliance Aviation Services Limited,WA,,,104627.0,,,,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0217,2021-22,legacy,Western Port Works,BlueScope Steel Limited,VIC,,136024.0,112503.0,112503.0,,,-
F0218,2021-22,legacy,Wheatstone Operations,CHEVRON AUSTRALIA PTY LTD,WA,,4343119.0,3907075.0,3907075.0,,,-
F0219,2021-22,legacy,Wilpinjong Coal Mine,WILPINJONG COAL PTY LTD,NSW,,208562.0,154554.0,154554.0,,,-
F0222,2021-22,legacy,WOR01,South32 Worsley Alumina Pty Ltd,WA,,3718777.0,3553775.0,3553775.0,,,-
F0223,2021-22,legacy,YAN01 Yandi/Marillana Creek Mine - MNG Facility,BHP IRON ORE PTY LTD,WA,,223714.0,149694.0,149694.0,,,-
F0224,2021-22,legacy,Yandicoogina Mine,Hamersley Iron - Yandi Pty Limited,WA,,275999.0,162286.0,162286.0,,,-
F0225,2021-22,legacy,Yarnima Power Station,BHP IRON ORE PTY LTD,WA,,428862.0,340554.0,340554.0,,,-
F0226,2021-22,legacy,Yarrabee Coal Mine (Open Cut),YARRABEE COAL COMPANY PTY. LTD.,QLD,,190339.0,174739.0,174739.0,,,-
F0227,2021-22,legacy,Yarwun Nitrates,ORICA AUSTRALIA PTY LTD,QLD,,321343.0,294244.0,294244.0,,,-
F0228,2021-22,legacy,YPF AMMONIA PLANT,Yara Pilbara Fertilisers Pty Ltd,WA,,1512283.0,1383385.0,1383385.0,,,-
F0229,2022-23,legacy,1. Solid Waste Services - Lucas Heights,CLEANAWAY WASTE MANAGEMENT LIMITED,NSW,,315324.0,129354.0,129354.0,,,-
F0001,2022-23,legacy,1. Solid Waste Services - MRL,CLEANAWAY WASTE MANAGEMENT LIMITED,VIC,,251277.0,107380.0,137437.0,,,-
F0002,2022-23,legacy,Angaston Operations,ADBRI LIMITED,SA,,108195.0,116760.0,108195.0,,,-
F0003,2022-23,legacy,APLNG Facility,CONOCOPHILLIPS AUSTRALIA OPERATIONS PTY LTD,QLD,,2381120.0,2096033.0,2096033.0,,,-
F0004,2022-23,legacy,APN01 Appin Colliery - ICH Facility,ENDEAVOUR COAL PTY LIMITED,NSW,,3280958.0,2433025.0,2433025.0,,,-
F0005,2022-23,legacy,APU01 Pyrenees - AOA Facility,WOODSIDE ENERGY GLOBAL PTY LTD,WA,,368195.0,176667.0,176667.0,,,-
F0006,2022-23,legacy,ARC01 Mining Area C - MNG Facility,BHP IRON ORE PTY LTD,WA,,861545.0,470614.0,470614.0,,,-
F0009,2022-23,legacy,Ashton Coal Mine (Underground),ASHTON COAL OPERATIONS PTY LIMITED,NSW,,871793.0,381866.0,381866.0,,,-
F0010,2022-23,legacy,Aurizon National Transport Facility,AURIZON OPERATIONS LIMITED,National,,648120.0,562389.0,562389.0,,,-
F0011,2022-23,legacy,AusNet Gas Services Pty Ltd,AUSNET SERVICES HOLDINGS PTY LTD,VIC,,221453.0,185486.0,185486.0,,,-
F0012,2022-23,legacy,Australian Gas Networks (Vic) Pty Ltd,AUSTRALIAN GAS NETWORKS HOLDING PTY LTD,VIC,,307484.0,172611.0,172611.0,,,-
F0013,2022-23,legacy,Ballera,SANTOS LIMITED,QLD,,200749.0,167792.0,167792.0,,,-
F0014,2022-23,legacy,Baralaba Coal Mine,BARALABA COAL COMPANY PTY LTD,QLD,,,122385.0,,300000.0,300000.0,-
F0015,2022-23,legacy,Batchfire Resources No.1,BATCHFIRE RESOURCES PTY LTD,QLD,,241186.0,212226.0,212226.0,,,-
F0017,2022-23,legacy,Beharra Springs,BEACH ENERGY (OPERATIONS) LIMITED,WA,,100000.0,127391.0,100000.0,,,-
F0018,2022-23,legacy,Bell Bay Smelter,RIO TINTO ALUMINIUM (BELL BAY) LIMITED,TAS,,354165.0,352704.0,352704.0,,,-
F0019,2022-23,legacy,Bengalla Operations,BENGALLA MINING COMPANY PTY LIMITED,NSW,,700840.0,573941.0,573941.0,,,-
F0020,2022-23,legacy,Birkenhead Operations,ADBRI LIMITED,SA,,988841.0,811135.0,811135.0,,,-
F0021,2022-23,legacy,Blackwater Mine,BM ALLIANCE COAL OPERATIONS PTY LIMITED,QLD,,733663.0,611588.0,611588.0,,,-
F0023,2022-23,legacy,Boggabri Coal Minesite,BOGGABRI COAL PTY LIMITED,NSW,,202244.0,192864.0,192864.0,,,-
F0024,2022-23,legacy,Boyne Smelters Limited,RIO TINTO ALUMINIUM LIMITED,QLD,,859075.0,908776.0,859075.0,,,-
F0025,2022-23,legacy,Brockman 2 / Nammuldi Mines,HAMERSLEY IRON PTY. LIMITED,WA,,321494.0,326401.0,321494.0,,,-
F0026,2022-23,legacy,Brockman 4 Mine,HAMERSLEY IRON PTY. LIMITED,WA,,395901.0,239705.0,239705.0,,,-
F0027,2022-23,legacy,Bulga Coal Complex,BULGA COAL MANAGEMENT PTY LIMITED,NSW,,707250.0,525665.0,525665.0,,,-
F0029,2022-23,legacy,Byerwen Mine,BYERWEN COAL PTY LTD,QLD,,456929.0,331632.0,331632.0,,,-
F0030,2022-23,legacy,CAN01,SOUTH32 CANNINGTON PROPRIETARY LIMITED,QLD,,132240.0,116917.0,116917.0,,,-
F0031,2022-23,legacy,Capcoal Mine,ANGLO COAL (CAPCOAL MANAGEMENT) PTY LIMITED,QLD,,4544066.0,957146.0,957146.0,,,-
F0032,2022-23,legacy,Carborough Downs Coal Mine,FITZROY (CQ) PTY LTD,QLD,,,989978.0,,,,-
F0033,2022-23,legacy,Carmichael Coal Mine,ADANI MINING PTY LTD,QLD,,740457.0,423006.0,423006.0,,,-
F0034,2022-23,legacy,Carosue Dam Operations,NORTHERN STAR (CAROSUE DAM) PTY LTD,WA,,,111837.0,,,,-
F0035,2022-23,legacy,Caval Ridge Mine,BM ALLIANCE COAL OPERATIONS PTY LIMITED,QLD,,614825.0,314280.0,314280.0,,,-
F0036,2022-23,legacy,CEM NSW Berrima,BORAL LIMITED,NSW,,1075006.0,979872.0,979872.0,,,-
F0038,2022-23,legacy,Chandala Processing Plant,TIWEST PTY LTD,WA,,188085.0,187005.0,187005.0,,,-
F0039,2022-23,legacy,Christmas Creek Mine,CHICHESTER METALS PTY LTD,WA,,596884.0,374494.0,374494.0,,,-
F0040,2022-23,legacy,Clermont Coal Operations,CLERMONT COAL OPERATIONS PTY LIMITED,QLD,,437255.0,362736.0,362736.0,,,-
F0041,2022-23,legacy,Cloudbreak Mine,CHICHESTER METALS PTY LTD,WA,,405681.0,287001.0,287001.0,,,-
F0042,2022-23,legacy,Cockburn Operations,ADBRI LIMITED,WA,,771015.0,724378.0,724378.0,,,-
F0043,2022-23,legacy,Collinsville Mine,NC COAL COMPANY PTY LIMITED,QLD,,144171.0,144754.0,144171.0,,,-
F0044,2022-23,legacy,Condabri Talinga Orana,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,QLD,,712032.0,267689.0,267689.0,,,-
F0046,2022-23,legacy,Coppabella Coal Mine,PEABODY ENERGY AUSTRALIA PCI (C&M MANAGEMENT) PTY LTD,QLD,,203763.0,197262.0,197262.0,,,-
F0232,2022-23,legacy,Cowal Operations,EVOLUTION MINING (COWAL) PTY LIMITED,NSW,,,104155.0,,,,-
F0047,2022-23,legacy,CSBP Kwinana Facility,CSBP LIMITED,WA,,940409.0,685081.0,685081.0,,,-
F0048,2022-23,legacy,CTC WA Facility,CENTURION TRANSPORT CO. PTY LTD,WA,,125199.0,108915.0,108915.0,,,-
F0049,2022-23,legacy,Curragh Mine,CORONADO AUSTRALIA HOLDINGS PTY LTD,QLD,,1255125.0,1142690.0,1142690.0,,,-
F0050,2022-23,legacy,Curtis Island GLNG Plant,SANTOS LIMITED,QLD,,1810046.0,1608188.0,1608188.0,,,-
F0233,2022-23,legacy,Dandenong,OCEANIA GLASS PTY LTD,VIC,,123348.0,111060.0,111060.0,,,-
F0051,2022-23,legacy,Darwin LNG Plant,SANTOS LIMITED,NT,,,623667.0,,4656852.0,3455534.0,-
F0052,2022-23,legacy,Daunia Mine,BM ALLIANCE COAL OPERATIONS PTY LIMITED,QLD,,310899.0,208116.0,208116.0,,,-
F0053,2022-23,legacy,Dawson Mine,ANGLO COAL (DAWSON MANAGEMENT) PTY LTD,QLD,,743995.0,466404.0,466404.0,,,-
F0054,2022-23,legacy,DBNGP,DBNGP (WA) TRANSMISSION PTY LIMITED,WA,,,267178.0,,,,-
F0055,2022-23,legacy,DEN01,DENDROBIUM COAL PTY LTD,NSW,,386274.0,417502.0,386274.0,,,-
F0057,2022-23,legacy,Drake Mine,DRAKE MINE MANAGEMENT PTY LTD,QLD,,,188937.0,,,,-
F0058,2022-23,legacy,Duketon South Operations,REGIS RESOURCES LIMITED,WA,,186157.0,156259.0,156259.0,,,-
F0059,2022-23,legacy,Eliwana Mine,FMG SOLOMON PTY LTD,WA,,199022.0,173475.0,173475.0,,,-
F0060,2022-23,legacy,Ensham Resources Minesite,ENSHAM RESOURCES PTY. LIMITED,QLD,,,242922.0,,1177524.0,1101366.0,-
F0061,2022-23,legacy,Fairview,SANTOS LIMITED,QLD,,549476.0,323103.0,323103.0,,,-
F0062,2022-23,legacy,Fimiston Operations,KALGOORLIE CONSOLIDATED GOLD MINES PTY LTD,WA,,242659.0,228777.0,228777.0,,,-
F0064,2022-23,legacy,Fisherman's Landing,CEMENT AUSTRALIA (QUEENSLAND) PTY LIMITED,QLD,,1795018.0,1526628.0,1526628.0,,,-
F0065,2022-23,legacy,FLNG,SHELL AUSTRALIA PTY LTD,WA,,2263910.0,2188611.0,2188611.0,,,-
F0066,2022-23,legacy,Foxleigh Mine,FOXLEIGH MANAGEMENT PTY LTD,QLD,,281190.0,225985.0,225985.0,,,-
F0067,2022-23,legacy,Geelong Refinery,VIVA ENERGY REFINING PTY LTD,VIC,,1105699.0,973862.0,973862.0,,,-
F0068,2022-23,legacy,GEM01,GROOTE EYLANDT MINING COMPANY PROPRIETARY LIMITED,NT,,201843.0,196713.0,196713.0,,,-
F0236,2022-23,legacy,Gibson Island,INCITEC PIVOT LIMITED,QLD,,353220.0,226464.0,226464.0,,,-
F0070,2022-23,legacy,Gippsland Basin facility,ESSO AUSTRALIA RESOURCES PTY LTD,VIC,,2740315.0,1738130.0,1738130.0,,,-
F0071,2022-23,legacy,Goldfields Gas Transmission Pipeline,GOLDFIELDS GAS TRANSMISSION PTY LTD,WA,,147908.0,128908.0,128908.0,,,-
F0072,2022-23,legacy,Goonyella Broadmeadow Mine,BM ALLIANCE COAL OPERATIONS PTY LIMITED,QLD,,1736739.0,1311407.0,1311407.0,,,-
F0073,2022-23,legacy,Gorgon Operations,CHEVRON AUSTRALIA PTY LTD,WA,,8336476.0,8191308.0,8191308.0,,,-
F0074,2022-23,legacy,Gove Operations,RTA GOVE PTY LIMITED,NT,,129432.0,124600.0,129432.0,,,-
F0075,2022-23,legacy,Granny Smith Mine Site,GSM MINING COMPANY PTY LTD,WA,,126385.0,126441.0,126385.0,,,-
F0077,2022-23,legacy,Grosvenor Mine,ANGLO COAL (MORANBAH NORTH MANAGEMENT) PTY LIMITED,QLD,,3307753.0,972605.0,972605.0,,,-
F0078,2022-23,legacy,Gruyere Mine Site,GRUYERE MINING COMPANY PTY LTD,WA,,239447.0,193095.0,193095.0,,,-
F0237,2022-23,legacy,Gudai-Darri Mine,MOUNT BRUCE MINING PTY LTD,WA,,187880.0,121340.0,121340.0,,,-
F0079,2022-23,legacy,Hail Creek Mine,HAIL CREEK COAL PTY LTD,QLD,,587896.0,532466.0,532466.0,,,-
F0080,2022-23,legacy,Hope Downs 1 Mine,HAMERSLEY HMS PTY LTD,WA,,159568.0,166780.0,159568.0,,,-
F0081,2022-23,legacy,Hope Downs 4 Mine,HAMERSLEY HMS PTY LTD,WA,,103010.0,118259.0,103010.0,,,-
F0082,2022-23,legacy,Hunter Valley Operations mine,HV OPERATIONS PTY LTD,NSW,,633681.0,456690.0,456690.0,,,-
F0083,2022-23,legacy,HVY01 Hunter Valley Energy Coal - CCL Facility,HUNTER VALLEY ENERGY COAL PTY LTD,NSW,,,528632.0,,1548180.0,1548180.0,-
F0084,2022-23,legacy,InfraBuild Steel Laverton Steel Mill,THE AUSTRALIAN STEEL COMPANY (OPERATIONS) PTY LTD,VIC,,125904.0,117023.0,117023.0,,,-
F0085,2022-23,legacy,Integra Underground Mine,HV COKING COAL PTY LIMITED,NSW,,721813.0,265194.0,265194.0,,,-
F0259,2022-23,legacy,Isaac Plains Coal Mine,STANMORE IP COAL PTY LTD,QLD,,156336.0,150144.0,150144.0,,,-
F0088,2022-23,legacy,Jax Mine,JAX COAL PTY LTD,QLD,,100000.0,107047.0,100000.0,,,-
F0089,2022-23,legacy,Jellinbah Mine,JELLINBAH MINING PTY LTD,QLD,,256527.0,258143.0,256527.0,,,-
F0090,2022-23,legacy,JGN,JEMENA GAS NETWORKS (NSW) LTD,NSW,,483824.0,292825.0,292825.0,,,-
F0091,2022-23,legacy,Jimblebar Mine,BHP IRON ORE PTY LTD,WA,,,306282.0,,649023.0,612255.0,-
F0092,2022-23,legacy,Jundee Gold Mine,NORTHERN STAR RESOURCES LIMITED,WA,,154701.0,148140.0,148140.0,,,-
F0094,2022-23,legacy,Kemerton Silicon Smelter,SIMCOA OPERATIONS PTY. LTD.,WA,,100000.0,122178.0,100000.0,,,-
F0239,2022-23,legacy,Kestrel Coal Pty Ltd,KESTREL COAL GROUP PTY LTD,QLD,,1465574.0,1558246.0,1558246.0,,,-
F0096,2022-23,legacy,King of the Hills,GREENSTONE RESOURCES (WA) PTY LTD,WA,,100000.0,123070.0,100000.0,,,-
F0098,2022-23,legacy,Kooragang Island,ORICA AUSTRALIA PTY LTD,NSW,,1140746.0,948229.0,948229.0,,,-
F0099,2022-23,legacy,Kwinana Alumina Refinery,ALCOA OF AUSTRALIA LIMITED,WA,,1134344.0,1100095.0,1100095.0,,,-
F0100,2022-23,legacy,Kwinana Pigment Plant,TRONOX MANAGEMENT PTY LTD,WA,,266667.0,275411.0,266667.0,,,-
F0101,2022-23,legacy,Lake Vermont Mine,THIESS PTY LTD,QLD,,394117.0,312954.0,312954.0,,,-
F0102,2022-23,legacy,Leinster Power Station,TEC DESERT PTY LTD,WA,,154495.0,135634.0,135634.0,,,-
F0103,2022-23,legacy,Liberty Bell Bay,LIBERTY BELL BAY PTY LTD,TAS,,393363.0,334929.0,334929.0,,,-
F0104,2022-23,legacy,Liberty Primary Steel Whyalla Steelworks,ONESTEEL MANUFACTURING PTY LIMITED,SA,,2041611.0,1946607.0,1946607.0,,,-
F0260,2022-23,legacy,Liddell Coal Mine,LIDDELL COAL OPERATIONS PTY. LIMITED,NSW,,176827.0,166197.0,166197.0,,,-
F0106,2022-23,legacy,Mandalong Mine,CENTENNIAL MANDALONG PTY LIMITED,NSW,,1443304.0,1009855.0,1009855.0,,,-
F0107,2022-23,legacy,Mangoola,MANGOOLA COAL OPERATIONS PTY LIMITED,NSW,,122507.0,117312.0,117312.0,,,-
F0108,2022-23,legacy,Marandoo Mine,HAMERSLEY IRON PTY. LIMITED,WA,,214614.0,155933.0,155933.0,,,-
F0109,2022-23,legacy,Maules Creek Open Cut Mine,MAULES CREEK COAL PTY LTD,NSW,,367513.0,258093.0,258093.0,,,-
F0110,2022-23,legacy,McArthur River Mine Operations,MCARTHUR RIVER MINING PTY. LTD.,NT,,,111754.0,,,,-
F0111,2022-23,legacy,McArthur River Power Station,EDL NGD (NT) PTY LTD,NT,,149669.0,141369.0,141369.0,,,-
F0242,2022-23,legacy,Mesa A Mine,ROBE RIVER MINING CO. PTY. LTD.,WA,,,64978.0,,300000.0,267636.0,-
F0112,2022-23,legacy,Metropolitan Colliery,METROPOLITAN COLLIERIES PTY. LTD.,NSW,,718746.0,686890.0,686890.0,,,-
F0113,2022-23,legacy,Middlemount Coal Mine,MIDDLEMOUNT COAL PTY LTD,QLD,,268480.0,212326.0,212326.0,,,-
F0244,2022-23,legacy,Millicent Mill,KIMBERLY-CLARK AUSTRALIA PTY. LIMITED,SA,,121846.0,105104.0,105104.0,,,-
F0245,2022-23,legacy,Mobil Altona Refinery,MOBIL REFINING AUSTRALIA PTY. LTD.,VIC,,,480.0,,,,-
F0115,2022-23,legacy,Moolarben Coal Mine (Open Cut & Underground),MOOLARBEN COAL OPERATIONS PTY LTD,NSW,,361814.0,215489.0,215489.0,,,-
F0116,2022-23,legacy,Moomba Plant,SANTOS LIMITED,SA,,2174932.0,2138918.0,2138918.0,,,-
F0117,2022-23,legacy,Moorvale Coal Mine,PEABODY ENERGY AUSTRALIA PCI (C&M MANAGEMENT) PTY LTD,QLD,,239233.0,173170.0,173170.0,,,-
F0246,2022-23,legacy,Moranbah,INCITEC PIVOT LIMITED,QLD,,597660.0,597521.0,597660.0,,,-
F0119,2022-23,legacy,Moranbah North Mine,ANGLO COAL (MORANBAH NORTH MANAGEMENT) PTY LIMITED,QLD,,4533701.0,2272445.0,2272445.0,,,-
F0120,2022-23,legacy,Mount Isa Mines Copper and Zinc Operations,MOUNT ISA MINES LIMITED,QLD,,610598.0,349890.0,349890.0,,,-
F0121,2022-23,legacy,Mount Pleasant Operations,MACH ENERGY AUSTRALIA PTY LTD,NSW,,838069.0,816771.0,816771.0,,,-
F0122,2022-23,legacy,Mt Keith Power Station,TEC DESERT PTY LTD,WA,,,165136.0,,,,-
F0247,2022-23,legacy,Mt Marion Lithium Project,REED INDUSTRIAL MINERALS PTY LTD,WA,,100000.0,102697.0,100000.0,,,-
F0123,2022-23,legacy,Mt Owen Glendell Complex,MT OWEN PTY LIMITED,NSW,,286172.0,263395.0,263395.0,,,-
F0124,2022-23,legacy,Multinet Principal Distribution Network and South Gippsland Pipeline,MULTINET GAS (DB NO. 2) PTY LTD,VIC,,314458.0,182383.0,182383.0,,,-
F0125,2022-23,legacy,Murrin Murrin Operations,MURRIN MURRIN OPERATIONS PTY LTD,WA,,617082.0,497697.0,497697.0,,,-
F0126,2022-23,legacy,Myuna Colliery,CENTENNIAL MYUNA PTY LIMITED,NSW,,274670.0,253461.0,253461.0,,,-
F0127,2022-23,legacy,Narrabri Underground Mine,NARRABRI COAL OPERATIONS PTY LTD,NSW,,1116113.0,786802.0,786802.0,,,-
F0128,2022-23,legacy,Newlands Coal Complex including Newlands Northern UG,NC COAL COMPANY PTY LIMITED,QLD,,454339.0,197100.0,197100.0,,,-
F0129,2022-23,legacy,Newman Operations,BHP IRON ORE PTY LTD,WA,,379460.0,294760.0,294760.0,,,-
F0130,2022-23,legacy,Newman Power Station,ALINTA ENERGY TRANSMISSION (ROY HILL) PTY LTD,WA,,419029.0,379196.0,379196.0,,,-
F0131,2022-23,legacy,Newmont Boddington Gold Operation,NEWMONT BODDINGTON PTY LTD,WA,,319576.0,218213.0,218213.0,,,-
F0132,2022-23,legacy,Newmont Tanami Operation,NEWMONT TANAMI PTY LTD,NT,,180739.0,194013.0,180739.0,,,-
F0133,2022-23,legacy,Ningaloo Vision FPSO,SANTOS LIMITED,WA,,546091.0,329922.0,329922.0,,,-
