facility_id,year,mechanism,facility_name,responsible_emitter,state,anzsic,baseline,covered_emissions,net_emissions,mymp_baseline,mymp_net_emissions,notes
F0015,2024-25,reformed,Batchfire Resources No.1,BATCHFIRE RESOURCES PTY LTD,QLD,Coal mining (060),200861.0,229693.0,229693.0,,448565.0,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0016,2024-25,reformed,Beaudesert Plant - A J Bush & Sons (Mfrs) P/L,A.J. Bush & Sons (Manufactures) Pty Ltd,QLD,Meat and meat product manufacturing (111),,102839.0,102839.0,,,"The facility has no production variable applicable to its activities, and therefore no baseline has been set by the CER. DCCEEW is considering the setting of a relevant production variable."
F0017,2024-25,reformed,Beharra Springs,BEACH ENERGY LIMITED,WA,Oil and gas extraction (070),100000.0,128002.0,100000.0,,,-
F0018,2024-25,reformed,Bell Bay Smelter,RIO TINTO ALUMINIUM (BELL BAY) LIMITED,TAS,Basic non-ferrous metal manufacturing (213),349556.0,341166.0,341166.0,,,-
F0019,2024-25,reformed,Bengalla Operations,Bengalla Mining Company Pty Limited,NSW,Coal mining (060),526009.0,692775.0,526009.0,,,"As the facility surrendered 30% or more of its baseline in ACCUs, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0020,2024-25,reformed,Birkenhead Operations,ADBRI LIMITED,SA,"Cement, lime, plaster and concrete product manufacturing (203)",874516.0,796132.0,796132.0,,,-
F0021,2024-25,reformed,Blackwater Coal Mine,WHITEHAVEN BLACKWATER PTY LTD,QLD,Coal mining (060),690525.0,801671.0,690525.0,,,-
F0022,2024-25,reformed,Blair Athol Operations,ORION MINING PTY LTD,QLD,Coal mining (060),100000.0,101931.0,100000.0,,,-
F0023,2024-25,reformed,Boggabri Coal Minesite,BOGGABRI COAL PTY LIMITED,NSW,Coal mining (060),200054.0,218760.0,200054.0,,,-
F0024,2024-25,reformed,Boyne Smelters Limited,RIO TINTO ALUMINIUM LIMITED,QLD,Basic non-ferrous metal manufacturing (213),920815.0,943720.0,920815.0,,,-
F0025,2024-25,reformed,Brockman 2 / Nammuldi Mines,Hamersley Iron Pty. Limited,WA,Metal ore mining (080),152378.0,304904.0,152378.0,,,"As the facility surrendered 30% or more of its baseline in ACCUs, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0026,2024-25,reformed,Brockman 4 Mine,Hamersley Iron Pty. Limited,WA,Metal ore mining (080),165060.0,232771.0,165060.0,,,"As the facility surrendered 30% or more of its baseline in ACCUs, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0027,2024-25,reformed,Bulga Coal Complex,BULGA COAL MANAGEMENT PTY LIMITED,NSW,Coal mining (060),692463.0,585235.0,585235.0,,,-
F0028,2024-25,reformed,Burton Complex,BOWEN COKING COAL LIMITED,QLD,Coal mining (060),182836.0,173658.0,173658.0,,,-
F0029,2024-25,reformed,Byerwen Mine,BYERWEN COAL PTY LTD,QLD,Coal mining (060),248356.0,340920.0,248356.0,,,"As the facility surrendered 30% or more of its baseline in ACCUs, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0030,2024-25,reformed,CAN01,South32 Cannington Proprietary Limited,QLD,Metal ore mining (080),106486.0,122968.0,106486.0,,,-
F0031,2024-25,reformed,Capcoal Mine,ANGLO COAL (CAPCOAL MANAGEMENT) PTY LIMITED,QLD,Coal mining (060),2148463.0,1004050.0,1004050.0,,,-
F0032,2024-25,reformed,Carborough Downs Coal Mine,FITZROY (CQ) PTY LTD,QLD,Coal mining (060),530894.0,793653.0,530894.0,,,"As the facility surrendered 30% or more of its baseline in ACCUs, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0033,2024-25,reformed,Carmichael Coal Mine,Adani Mining Pty Ltd,QLD,Coal mining (060),1021505.0,741002.0,741002.0,,,-
F0034,2024-25,reformed,Carosue Dam Operations,NORTHERN STAR (CAROSUE DAM) PTY LTD,WA,Metal ore mining (080),100000.0,104670.0,100000.0,,,-
F0035,2024-25,reformed,Caval Ridge Mine,BM Alliance Coal Operations Pty Limited,QLD,Coal mining (060),283285.0,343254.0,283285.0,,,-
F0036,2024-25,reformed,CEM NSW Berrima Maldon,Boral Limited,NSW,"Cement, lime, plaster and concrete product manufacturing (203)",944588.0,860111.0,860111.0,,,-
F0037,2024-25,reformed,Centurion Coal Mine,Centurion Coal Mining Pty Ltd,QLD,Coal mining (060),160736.0,591219.0,160736.0,,,"As the facility surrendered 30% or more of its baseline in ACCUs, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0038,2024-25,reformed,Chandala Processing Plant,Tronox Management Pty Ltd,WA,Basic chemical manufacturing (181),193612.0,214468.0,193612.0,,,-
F0039,2024-25,reformed,Christmas Creek Mine,CHICHESTER METALS PTY LTD,WA,Metal ore mining (080),352267.0,372827.0,372827.0,,745078.0,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0040,2024-25,reformed,Clermont Coal Operations,Clermont Coal Operations Pty Limited,QLD,Coal mining (060),187630.0,145229.0,145229.0,,,-
F0041,2024-25,reformed,Cloudbreak Mine,CHICHESTER METALS PTY LTD,WA,Metal ore mining (080),247491.0,332001.0,247491.0,,,-
F0042,2024-25,reformed,Cockburn Operations,ADBRI LIMITED,WA,"Cement, lime, plaster and concrete product manufacturing (203)",503740.0,524450.0,503740.0,,,-
F0043,2024-25,reformed,Collinsvile Mine,NC COAL COMPANY PTY LIMITED,QLD,Coal mining (060),100000.0,67076.0,67076.0,,,The facility is an eligible facility under 58B.
F0044,2024-25,reformed,Condabri Talinga Orana,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,QLD,Oil and gas extraction (070),381411.0,247011.0,247011.0,,,-
F0045,2024-25,reformed,Cook Colliery,Constellation Mining Pty Ltd,QLD,Coal mining (060),106479.0,142267.0,106479.0,,,"As the facility surrendered 30% or more of its baseline in ACCUs, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0046,2024-25,reformed,Coppabella Coal Mine,PEABODY ENERGY AUSTRALIA PCI (C&M MANAGEMENT) PTY LTD,QLD,Coal mining (060),156190.0,208542.0,156190.0,,,-
F0047,2024-25,reformed,CSBP Kwinana Facility,CSBP Limited,WA,Fertiliser and pesticide manufacturing (183),692197.0,641327.0,641327.0,,,-
F0048,2024-25,reformed,CTC WA Facility,CENTURION TRANSPORT CO. PTY LTD,WA,Road freight transport (461),119456.0,118994.0,118994.0,,,-
F0049,2024-25,reformed,Curragh Mine,CORONADO AUSTRALIA HOLDINGS PTY LTD,QLD,Coal mining (060),535181.0,1093183.0,1093183.0,,2002616.0,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0050,2024-25,reformed,Curtis Island GLNG Plant,GLNG OPERATIONS PTY LTD,QLD,Oil and gas extraction (070),1610744.0,1677171.0,1610744.0,,,-
F0051,2024-25,reformed,Darwin LNG Plant,Santos Limited,NT,Oil and gas extraction (070),100000.0,10063.0,10063.0,,,The facility is an eligible facility under 58B.
F0052,2024-25,reformed,Daunia Coal Mine,WHITEHAVEN DAUNIA PTY LTD,QLD,Coal mining (060),277375.0,209969.0,209969.0,,,-
F0053,2024-25,reformed,Dawson Mine,ANGLO COAL (DAWSON MANAGEMENT) PTY LTD,QLD,Coal mining (060),492550.0,574390.0,492550.0,,,-
F0054,2024-25,reformed,DBNGP,DBNGP (WA) Transmission Pty Limited,WA,Pipeline and other transport (502),232997.0,211921.0,211921.0,,729123.0,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0055,2024-25,reformed,DEN01,Dendrobium Coal Pty Ltd,NSW,Coal mining (060),199253.0,477762.0,199253.0,,,"As the facility surrendered 30% or more of its baseline in ACCUs, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0056,2024-25,reformed,Dongara Operations,ADBRI LIMITED,WA,"Cement, lime, plaster and concrete product manufacturing (203)",100000.0,91814.0,91814.0,,,The facility is an eligible facility under 58B.
F0057,2024-25,reformed,Drake Mine,Drake Mine Management Pty Ltd,QLD,Coal mining (060),213653.0,235637.0,213653.0,,,-
F0058,2024-25,reformed,Duketon South Operations,Regis Resources Limited,WA,Metal ore mining (080),167545.0,164526.0,164526.0,,,-
F0059,2024-25,reformed,Eliwana Mine,FMG SOLOMON PTY LTD,WA,Metal ore mining (080),157344.0,178715.0,178715.0,,343609.0,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0060,2024-25,reformed,Ensham Coal Mine,ENSHAM RESOURCES PTY. LIMITED,QLD,Coal mining (060),292941.0,261158.0,261158.0,,,"The responsible emitter was required to relinquish units, which they did via relinquishing 10,853 SMCs."
F0061,2024-25,reformed,Fairview,Santos Limited,QLD,Oil and gas extraction (070),264027.0,162315.0,162315.0,,,-
F0062,2024-25,reformed,Fimiston Operations,KALGOORLIE CONSOLIDATED GOLD MINES PTY LTD,WA,Metal ore mining (080),125151.0,271036.0,125151.0,,,"As the facility surrendered 30% or more of its baseline in ACCUs, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0063,2024-25,reformed,Fisherman's Landing - Clinker & Cement,CEMENT AUSTRALIA (QUEENSLAND) PTY LIMITED,QLD,"Cement, lime, plaster and concrete product manufacturing (203)",1291368.0,1338072.0,1291368.0,,,-
F0064,2024-25,reformed,Fisherman's Landing - Lime,CEMENT AUSTRALIA (QUEENSLAND) PTY LIMITED,QLD,"Cement, lime, plaster and concrete product manufacturing (203)",173709.0,191984.0,173709.0,,,-
F0065,2024-25,reformed,FLNG,SHELL AUSTRALIA PTY LTD,WA,Oil and gas extraction (070),3675438.0,2253798.0,2253798.0,,,-
F0066,2024-25,reformed,Foxleigh Mine,FOXLEIGH MANAGEMENT PTY LTD,QLD,Coal mining (060),206135.0,266489.0,206135.0,,,-
F0067,2024-25,reformed,Geelong Refinery,Viva Energy Refining Pty Ltd,VIC,Petroleum and coal product manufacturing (170),954727.0,1061314.0,954727.0,,,-
F0068,2024-25,reformed,GEM01,Groote Eylandt Mining Company Proprietary Limited,NT,Metal ore mining (080),100000.0,135299.0,100000.0,,,-
F0236,2024-25,reformed,Gibson Island,DYNO NOBEL LIMITED,QLD,Fertiliser and pesticide manufacturing (183),100000.0,294.0,294.0,,,The facility is an eligible facility under 58B.
F0070,2024-25,reformed,Gippsland Basin facility,ESSO AUSTRALIA RESOURCES PTY LTD,VIC,Oil and gas extraction (070),1329204.0,1634475.0,1329203.0,,,-
F0071,2024-25,reformed,Goldfields Gas Transmission Pipeline,Goldfields Gas Transmission Pty Ltd,WA,Pipeline and other transport (502),100000.0,95267.0,95267.0,,,The facility is an eligible facility under 58B.
F0072,2024-25,reformed,Goonyella Broadmeadow Mine,BM Alliance Coal Operations Pty Limited,QLD,Coal mining (060),890016.0,1358763.0,890016.0,,,"As the facility surrendered 30% or more of its baseline in ACCUs, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0073,2024-25,reformed,Gorgon Operations,CHEVRON AUSTRALIA PTY LTD,WA,Oil and gas extraction (070),8543442.0,9021856.0,8543442.0,,,-
F0074,2024-25,reformed,Gove Operations,RTA GOVE PTY LIMITED,NT,Basic non-ferrous metal manufacturing (213),108964.0,135550.0,108964.0,,,-
F0075,2024-25,reformed,Granny Smith Mine Site,GSM MINING COMPANY PTY LTD,WA,Metal ore mining (080),106554.0,123215.0,106554.0,,,-
F0076,2024-25,reformed,Greenbushes Lithium Operation,Talison Lithium Australia Pty Ltd,WA,Metal ore mining (080),100000.0,127780.0,100000.0,,,-
F0077,2024-25,reformed,Grosvenor Mine,ANGLO COAL (MORANBAH NORTH MANAGEMENT) PTY LIMITED,QLD,Coal mining (060),100000.0,24626.0,24626.0,,,The facility is an eligible facility under 58B.
F0078,2024-25,reformed,Gruyere Mine Site,Gruyere Mining Company Pty Ltd,WA,Metal ore mining (080),190697.0,267882.0,190697.0,,,"As the facility surrendered 30% or more of its baseline in ACCUs, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0079,2024-25,reformed,Hail Creek Mine,HAIL CREEK COAL PTY LTD,QLD,Coal mining (060),1237293.0,987836.0,987836.0,,,-
F0080,2024-25,reformed,Hope Downs 1 Mine,Hamersley HMS Pty Ltd,WA,Metal ore mining (080),100000.0,161539.0,100000.0,,,"As the facility surrendered 30% or more of its baseline in ACCUs, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0081,2024-25,reformed,Hope Downs 4 Mine,Hamersley HMS Pty Ltd,WA,Metal ore mining (080),100000.0,143256.0,100000.0,,,"As the facility surrendered 30% or more of its baseline in ACCUs, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0082,2024-25,reformed,Hunter Valley Operations mine,HV OPERATIONS PTY LTD,NSW,Coal mining (060),630086.0,670583.0,630086.0,,,-
F0083,2024-25,reformed,HVY01 Hunter Valley Energy Coal - CCL Facility,Hunter Valley Energy Coal Pty Ltd,NSW,Coal mining (060),538040.0,548294.0,538040.0,,,-
F0084,2024-25,reformed,InfraBuild Steel - Laverton Steel Mill,THE AUSTRALIAN STEEL COMPANY (OPERATIONS) PTY LTD,VIC,Basic ferrous metal manufacturing (211),105155.0,111329.0,105155.0,,,-
F0085,2024-25,reformed,Integra Underground Mine,HV Coking Coal Pty Limited,NSW,Coal mining (060),100000.0,153496.0,100000.0,,,-
F0086,2024-25,reformed,Iron Bridge Mine,IB Operations Pty Ltd,WA,Metal ore mining (080),100000.0,156160.0,100000.0,,,-
F0087,2024-25,reformed,Isaac Plains Complex,STANMORE RESOURCES LIMITED,QLD,Coal mining (060),159941.0,207822.0,159941.0,,,-
F0088,2024-25,reformed,Jax Mine,Jax Coal Pty Ltd,QLD,Coal mining (060),110693.0,114373.0,110693.0,,,-
F0089,2024-25,reformed,Jellinbah Mine,JELLINBAH MINING PTY LTD,QLD,Coal mining (060),337996.0,406136.0,337996.0,,,-
F0090,2024-25,reformed,JGN,Jemena Gas Networks (NSW) Ltd,NSW,Gas supply (270),314603.0,272434.0,272434.0,,,-
F0091,2024-25,reformed,Jimblebar Mine,BHP IRON ORE PTY LTD,WA,Metal ore mining (080),278021.0,341862.0,278021.0,,,-
F0092,2024-25,reformed,Jundee Gold Mine,NORTHERN STAR RESOURCES LIMITED,WA,Metal ore mining (080),140519.0,115913.0,115913.0,,,-
F0093,2024-25,reformed,Karlawinda Gold Project,Capricorn Metals Limited,WA,Metal ore mining (080),100000.0,109583.0,100000.0,,,-
F0094,2024-25,reformed,Kemerton Silicon Smelter,SIMCOA OPERATIONS PTY. LTD.,WA,Basic non-ferrous metal manufacturing (213),100000.0,112136.0,112136.0,,112136.0,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0095,2024-25,reformed,Kestrel Mine,Kestrel Coal Group Pty Ltd,QLD,Coal mining (060),708388.0,1263099.0,708388.0,,,"As the facility surrendered 30% or more of its baseline in ACCUs, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0096,2024-25,reformed,King of the Hills,GREENSTONE RESOURCES (WA) PTY LTD,WA,Metal ore mining (080),158105.0,136354.0,136354.0,,,-
F0097,2024-25,reformed,Koodaideri Mine,Mount Bruce Mining Pty Ltd,WA,Metal ore mining (080),593864.0,150607.0,150607.0,,,-
F0098,2024-25,reformed,Kooragang Island,ORICA AUSTRALIA PTY LTD,NSW,Other basic chemical product manufacturing (189),921488.0,582845.0,919022.0,,,-
F0099,2024-25,reformed,Kwinana Alumina Refinery,Alcoa of Australia Limited,WA,Basic non-ferrous metal manufacturing (213),100000.0,139861.0,100000.0,,,-
F0100,2024-25,reformed,Kwinana Pigment Plant,Tronox Management Pty Ltd,WA,Basic chemical manufacturing (181),278742.0,311831.0,278742.0,,,-
F0101,2024-25,reformed,Lake Vermont Mine,THIESS PTY LTD,QLD,Coal mining (060),294328.0,318955.0,294328.0,,,-
F0102,2024-25,reformed,Leinster Power Station,TEC DESERT PTY LTD,WA,Electricity generation (261),100000.0,83141.0,83141.0,,,The facility is an eligible facility under 58B.
F0103,2024-25,reformed,Liberty Bell Bay,Liberty Bell Bay Pty Ltd,TAS,Basic ferrous metal manufacturing (211),150481.0,189872.0,189872.0,,,Please refer to the excess emissions situation table for more information.
F0104,2024-25,reformed,Liberty Primary Steel Whyalla Steelworks,ONESTEEL MANUFACTURING PTY LIMITED,SA,Basic ferrous metal manufacturing (211),838562.0,1287610.0,1089607.0,,,Please refer to the excess emissions situation table for more information.
F0105,2024-25,reformed,Macedon,WOODSIDE ENERGY GLOBAL PTY LTD,WA,Oil and gas extraction (070),100000.0,113092.0,100000.0,,,-
F0106,2024-25,reformed,Mandalong Mine,CENTENNIAL MANDALONG PTY LIMITED,NSW,Coal mining (060),473844.0,632944.0,473844.0,,,-
F0107,2024-25,reformed,Mangoola,MANGOOLA COAL OPERATIONS PTY LIMITED,NSW,Coal mining (060),174392.0,143013.0,143013.0,,,-
F0108,2024-25,reformed,Marandoo Mine,Hamersley Iron Pty. Limited,WA,Metal ore mining (080),100000.0,153982.0,100000.0,,,"As the facility surrendered 30% or more of its baseline in ACCUs, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0109,2024-25,reformed,Maules Creek Open Cut Mine,MAULES CREEK COAL PTY LTD,NSW,Coal mining (060),285862.0,283315.0,283315.0,,,-
F0110,2024-25,reformed,McArthur River Mine Operations,MCARTHUR RIVER MINING PTY. LTD.,NT,Metal ore mining (080),100000.0,118072.0,100000.0,,,-
F0111,2024-25,reformed,McArthur River Power Station,EDL NGD (NT) Pty Ltd,NT,Electricity generation (261),132352.0,154742.0,132352.0,,,-
F0112,2024-25,reformed,Metropolitan Colliery,METROPOLITAN COLLIERIES PTY. LTD.,NSW,Coal mining (060),570173.0,780758.0,570173.0,,,-
F0113,2024-25,reformed,Middlemount Coal Mine,Middlemount Coal Pty Ltd,QLD,Coal mining (060),232392.0,272169.0,232392.0,,,-
F0114,2024-25,reformed,Montara Operations,JADESTONE ENERGY (EAGLE) PTY LTD,NT,Oil and gas extraction (070),121399.0,284110.0,121399.0,,,"As the facility surrendered 30% or more of its baseline in ACCUs, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0115,2024-25,reformed,Moolarben Coal Mine (Open Cut & Underground),MOOLARBEN COAL OPERATIONS PTY LTD,NSW,Coal mining (060),273084.0,233290.0,233290.0,,,-
F0116,2024-25,reformed,Moomba Plant,Santos Limited,SA,Oil and gas extraction (070),1782513.0,1078118.0,1078118.0,,,-
F0117,2024-25,reformed,Moorvale Coal Mine,PEABODY ENERGY AUSTRALIA PCI (C&M MANAGEMENT) PTY LTD,QLD,Coal mining (060),128337.0,133838.0,128337.0,,,-
F0246,2024-25,reformed,Moranbah,DYNO NOBEL LIMITED,QLD,Other basic chemical product manufacturing (189),387571.0,309375.0,309375.0,,,-
F0119,2024-25,reformed,Moranbah North Mine,ANGLO COAL (MORANBAH NORTH MANAGEMENT) PTY LIMITED,QLD,Coal mining (060),645924.0,1406857.0,645924.0,,,-
F0120,2024-25,reformed,Mount Isa Mines Copper and Zinc Operations,MOUNT ISA MINES LIMITED,QLD,Metal ore mining (080),271071.0,331193.0,271071.0,,,-
F0121,2024-25,reformed,Mount Pleasant Operations,MACH Energy Australia Pty Ltd,NSW,Coal mining (060),239365.0,221984.0,221984.0,,,-
F0122,2024-25,reformed,Mt Keith Power Station,TEC DESERT PTY LTD,WA,Electricity generation (261),100000.0,52880.0,52880.0,,,The facility is an eligible facility under 58B.
F0123,2024-25,reformed,Mt Owen Glendell Complex,MT OWEN PTY LIMITED,NSW,Coal mining (060),188003.0,223994.0,188003.0,,,-
F0124,2024-25,reformed,Multinet Principal Distribution Network and South Gippsland Pipeline,MULTINET GAS (DB NO. 2) PTY LTD,VIC,Gas supply (270),142863.0,162902.0,142863.0,,,-
F0125,2024-25,reformed,Murrin Murrin Operations,MURRIN MURRIN OPERATIONS PTY LTD,WA,Metal ore mining (080),465620.0,508542.0,465620.0,,,-
F0126,2024-25,reformed,Myuna Colliery,CENTENNIAL MYUNA PTY LIMITED,NSW,Coal mining (060),266812.0,176131.0,176131.0,,,-
F0127,2024-25,reformed,Narrabri Underground Mine,Narrabri Coal Operations Pty Ltd,NSW,Coal mining (060),322834.0,511474.0,322834.0,,,"As the facility surrendered 30% or more of its baseline in ACCUs, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0128,2024-25,reformed,Newlands Coal Complex including Newlands Northern UG,NC COAL COMPANY PTY LIMITED,QLD,Coal mining (060),100000.0,101144.0,100000.0,,,-
F0129,2024-25,reformed,Newman Operations,BHP IRON ORE PTY LTD,WA,Metal ore mining (080),282096.0,347444.0,282096.0,,,-
F0130,2024-25,reformed,Newman Power Station,APA TRANSMISSION (ROY HILL) PTY LTD,WA,Electricity generation (261),496339.0,381037.0,444125.0,,,-
F0131,2024-25,reformed,Newmont Boddington Gold Operation,Newmont Boddington Pty Ltd,WA,Metal ore mining (080),194483.0,218347.0,194483.0,,,-
F0132,2024-25,reformed,Newmont Tanami Operation,Newmont Tanami Pty Ltd,NT,Metal ore mining (080),186772.0,206504.0,186772.0,,,-
F0133,2024-25,reformed,Ningaloo Vision FPSO,Santos Limited,WA,Oil and gas extraction (070),180651.0,159413.0,159413.0,,,-
F0134,2024-25,reformed,NKS01 Nickel West Kalgoorlie Facility,BHP NICKEL WEST PTY LTD,WA,Basic non-ferrous metal manufacturing (213),100000.0,32038.0,32038.0,,,The facility is an eligible facility under 58B.
F0135,2024-25,reformed,NKW01 Nickel West Kwinana Facility,BHP NICKEL WEST PTY LTD,WA,Basic non-ferrous metal manufacturing (213),100000.0,59573.0,59573.0,,,The facility is an eligible facility under 58B.
F0136,2024-25,reformed,NMK01 Nickel West Mt Keith Facility,BHP NICKEL WEST PTY LTD,WA,Metal ore mining (080),100000.0,32437.0,32437.0,,,The facility is an eligible facility under 58B.
F0248,2024-25,reformed,Norske Skog Boyer Mill,Boyer Paper Mill Limited,TAS,"Pulp, paper and paperboard manufacturing (151)",155581.0,175088.0,155581.0,,,-
F0138,2024-25,reformed,North West Shelf Project,Woodside Energy Ltd.,WA,Oil and gas extraction (070),4829212.0,5750304.0,4829209.0,,,-
F0139,2024-25,reformed,Nowra Plant,Shoalhaven Starches Pty Ltd,NSW,Grain mill and cereal product manufacturing (116),445991.0,399535.0,399535.0,,,-
F0140,2024-25,reformed,Nyrstar Port Pirie Facility,Nyrstar Port Pirie Pty Ltd,SA,Basic non-ferrous metal manufacturing (213),426225.0,426225.0,426225.0,,,-
F0141,2024-25,reformed,Oaky Creek Coal Complex,OAKY CREEK HOLDINGS PTY LIMITED,QLD,Coal mining (060),618093.0,838833.0,618093.0,,,-
F0142,2024-25,reformed,ODS01 Olympic Dam – UOD Facility,BHP OLYMPIC DAM CORPORATION PTY LTD,SA,Metal ore mining (080),228123.0,229988.0,228123.0,,,-
F0143,2024-25,reformed,Olive Downs Complex,PEMBROKE RESOURCES NOMINEE PTY LTD,QLD,Coal mining (060),100000.0,392766.0,100000.0,,,"As the facility surrendered 30% or more of its baseline in ACCUs, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0144,2024-25,reformed,Onslow Haul Road,ONSLOW INFRACO PTY LTD,WA,Road freight transport (461),100000.0,126242.0,100000.0,,,-
F0145,2024-25,reformed,Opal Australian Paper Maryvale Mill,PAPER AUSTRALIA PTY LTD,VIC,"Pulp, paper and paperboard manufacturing (151)",219114.0,173712.0,173712.0,,,-
F0146,2024-25,reformed,Orora Glass Plant Gawler,Orora Limited,SA,Glass and glass product manufacturing (201),153086.0,134492.0,134492.0,,,-
F0147,2024-25,reformed,Otway,BEACH ENERGY LIMITED,VIC,Oil and gas extraction (070),228318.0,226056.0,226056.0,,,-
F0148,2024-25,reformed,Pacific National National Transport Facility,PACIFIC NATIONAL PTY LTD,National,Rail freight transport (471),643198.0,728189.0,643198.0,,,-
F0149,2024-25,reformed,Paraburdoo Mine,Hamersley Iron Pty. Limited,WA,Metal ore mining (080),100000.0,139337.0,75430.0,,,-
F0150,2024-25,reformed,Parkhurst Magnesia Manufacturing Plant,QMAG PTY LIMITED,QLD,Other non-metallic mineral product manufacturing (209),264318.0,264019.0,264019.0,,,-
F0151,2024-25,reformed,Peak Downs Mine,BM Alliance Coal Operations Pty Limited,QLD,Coal mining (060),431563.0,480592.0,431563.0,,,-
F0250,2024-25,reformed,Phosphate Hill,DYNO NOBEL LIMITED,QLD,Fertiliser and pesticide manufacturing (183),446062.0,472151.0,446062.0,,,-
F0153,2024-25,reformed,Pilbara Rail Operations,PILBARA IRON PTY LTD,WA,Rail freight transport (471),569672.0,651125.0,569672.0,,,-
F0251,2024-25,reformed,Pilgangoora Operations,PLS GROUP LIMITED,WA,Metal ore mining (080),145243.0,167449.0,145243.0,,,-
F0155,2024-25,reformed,Pinjarra Alumina Refinery,Alcoa of Australia Limited,WA,Basic non-ferrous metal manufacturing (213),1434251.0,1268082.0,1268082.0,,,-
F0156,2024-25,reformed,Pluto LNG,Woodside Burrup Pty. Ltd.,WA,Oil and gas extraction (070),1743127.0,1888110.0,1743127.0,,,-
F0157,2024-25,reformed,Poitrel Mine,STANMORE RESOURCES LIMITED,QLD,Coal mining (060),248897.0,309856.0,248897.0,,,-
F0158,2024-25,reformed,Port Bonython Plant,Santos Limited,SA,Oil and gas extraction (070),100000.0,77542.0,77542.0,,,The facility is an eligible facility under 58B.
F0159,2024-25,reformed,Port Kembla Steelworks,BLUESCOPE STEEL (AIS) PTY. LTD.,NSW,Basic ferrous metal manufacturing (211),6350820.0,6061526.0,6061526.0,,,-
F0160,2024-25,reformed,Port Latta Pelletising Plant,GRANGE RESOURCES (TASMANIA) PTY LTD,TAS,Basic ferrous product manufacturing (212),111438.0,105870.0,105870.0,,,-
F0161,2024-25,reformed,Portland Aluminium Smelter,Alcoa Portland Aluminium Proprietary Limited,VIC,Basic non-ferrous metal manufacturing (213),563872.0,600011.0,563872.0,,,-
F0162,2024-25,reformed,Premier Coal Mine (Open Cut),Premier Coal Pty Ltd,WA,Coal mining (060),100000.0,106030.0,100000.0,,,-
F0163,2024-25,reformed,PRL03 Rail - IOR Facility,BHP IRON ORE PTY LTD,WA,Rail freight transport (471),503836.0,552076.0,503836.0,,,-
F0164,2024-25,reformed,Qantas Airways Limited - National Facility,Qantas Airways Limited,National,Air and space transport (490),4404094.0,4622401.0,4404094.0,,,-
F0165,2024-25,reformed,Qenos Altona Manufacturing,QENOS PTY LTD,VIC,Basic chemical manufacturing (181),100000.0,68353.0,68353.0,,,The facility is an eligible facility under 58B.
F0166,2024-25,reformed,Qenos Botany Manufacturing,QENOS PTY LTD,NSW,Basic chemical manufacturing (181),100000.0,31016.0,31016.0,,,The facility is an eligible facility under 58B.
F0167,2024-25,reformed,QGC Upstream,QGC PTY LIMITED,QLD,Oil and gas extraction (070),907237.0,845251.0,845251.0,,,-
F0168,2024-25,reformed,Queensland Alumina Limited Refinery,QUEENSLAND ALUMINA LIMITED,QLD,Basic non-ferrous metal manufacturing (213),2814233.0,3169994.0,2814233.0,,,-
F0169,2024-25,reformed,Queensland Curtis LNG Plant,QCLNG Operating Company Pty Ltd,QLD,Oil and gas extraction (070),1704155.0,1861809.0,1704155.0,,,-
F0170,2024-25,reformed,Queensland Nitrates Ammonium Nitrate Plant,Queensland Nitrates Pty Ltd,QLD,Basic chemical manufacturing (181),162397.0,163243.0,162397.0,,,-
F0171,2024-25,reformed,Rail,THE PILBARA INFRASTRUCTURE PTY LTD,WA,Rail freight transport (471),240979.0,264806.0,240979.0,,,-
